ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"mdl-35841130","Racism is a motivator and a barrier for people of color aspiring to become midwives in the United States.","Mehra, Renee; Alspaugh, Amy; Joseph, Jennie; Golden, Bethany; Lanshaw, Nikki; McLemore, Monica R; Franck, Linda S","Health Serv Res;58(1): 40-50, 2023 02. ","Health Serv Res","MEDLINE","article","en","2023","Tocologia; Racismo; Feminino; Humanos; Gravidez; Estudos Transversais; Tocologia/educação; Grupos Raciais; Estados Unidos","birth equity; concordant care; maternal health; midwifery; racism","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9836944","OBJECTIVE: To understand motivators and barriers of aspiring midwives of color. DATA SOURCES AND STUDY SETTING: Primary data were collected via a national online survey among people of color in the United States interested in pursuing midwifery education and careers between February 22 and May 2, 2021. STUDY DESIGN: Cross-sectional survey consisted of 76 questions (75 closed-ended and 1 open-ended questions) including personal, familial, community, and societal motivators and barriers to pursuing midwifery. DATA COLLECTION/EXTRACTION METHODS: We recruited respondents 18 years and older who identified as persons of color by posting the survey link on midwifery, childbirth, and reproductive justice listservs, social media platforms, and through emails to relevant midwifery and doula networks. We conducted descriptive and bivariate analyses by demographic characteristics and used exemplar quotes from the open-ended question to illustrate findings from the descriptive data. PRINCIPAL FINDINGS: The strongest motivating factors for the 799 respondents were providing racially concordant care for community members (87.7 percent), reducing racial disparities in health (67.2 percent), and personal experiences related to midwifery care (55.4 percent) and health care more broadly (54.6 percent). Main barriers to entering midwifery were direct (58.2 percent) and related (27.5 to 52.8 percent) costs of midwifery education, and lack of racial concordance in midwifery education and the midwifery profession (31.5 percent) that may contribute to racially motivated exclusion of people of color. Financial and educational barriers were strongest among those with lower levels of income or education. CONCLUSIONS: Structural and interpersonal racisms are both motivators and barriers for aspiring midwives of color. Expanding and diversifying the perinatal workforce by addressing the financial and educational barriers of aspiring midwives of color, such as providing funding and culturally-competent midwifery education, creating a robust pipeline, and opening more midwifery schools, is a matter of urgency to address the maternal health crisis.",20220716,58,1,10.1111/1475-6773.14037,1475-6773,,
"mdl-36352285","A Path Towards Reproductive Justice: Incorporating a RJ Framework into North Carolina's Improving Community Outcomes for Maternal and Child Health Initiative.","Yates, Lindsey; Morgan, Isabel; Tucker, Christine; Henderson, Cathy; Shuler, Tara Owens; Cilenti, Dorothy","Matern Child Health J;27(1): 7-14, 2023 Jan. ","Matern Child Health J","MEDLINE","article","en","2023","Saúde da Criança; Reprodução; Feminino; Criança; Humanos; North Carolina; Saúde Pública; Justiça Social; Anticoncepção","Birth Outcomes; Long-Acting Reversible Contraception; North Carolina; Reproductive Justice","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9646266","PURPOSE: Long-acting reversible contraception (LARC) is encouraged as a strategy to address racial disparities in birth outcomes. Black woman-led organizations and stakeholders recommend a thoughtful integration of Reproductive Justice for any LARC programs. This paper will describe how one state-funded maternal and child health program reconceptualized an evidence-based strategy (EBS) focused on increasing access to LARC, to a broader strategy that incorporated principles of Reproductive Justice to improve birth outcomes. DESCRIPTION: In 2016, North Carolina established the Improving Community Outcomes for Maternal and Child Health (ICO4MCH) program. As part of this program, five county health departments were awarded funding to ""increase access to LARC"". Noting community partners' concerns with this strategy, ICO4MCH leadership revised the strategy to focus on using the Reproductive Justice framework to improve utilization of reproductive life planning and access to LARC. Leaders modified the strategy by changing performance measures and scope of work/deliverables required by grantees. ASSESSMENT: Using quarterly reports and focus group data from ICO4MCH grantees, we identified key steps communities have taken to prioritize Reproductive Justice. Key findings include that sites hosted Reproductive Justice trainings for team members and changed language describing family planning services. These activities were tailored to fit community context and existing perceptions about reproductive health services. CONCLUSION: The ICO4MCH program was able to modify a LARC EBS to better emphasize Reproductive Justice. Local agencies desiring to shift their LARC programs should include and value feedback from those with lived experience and partner with organizations committed to Reproductive Justice.",20221109,27,1,10.1007/s10995-022-03563-7,1573-6628,,
"mdl-34891192","Screening for Substance Use Disorders during Pregnancy: A Decision at the Intersection of Racial and Reproductive Justice.","Kravitz, Elizabeth; Suh, Michelle; Russell, Matthew; Ojeda, Andres; Levison, Judy; McKinney, Jennifer","Am J Perinatol;40(6): 598-601, 2023 04. ","Am J Perinatol","MEDLINE","article","en","2023","Ginecologia; Obstetrícia; Transtornos Relacionados ao Uso de Substâncias; Gravidez; Humanos; Feminino; Estados Unidos; Transtornos Relacionados ao Uso de Substâncias/diagnóstico; Grupos Raciais; Justiça Social","","US","https://dx.doi.org/10.1055/s-0041-1739433","OBJECTIVE: Improve racial equity with routine universal drug screening / Study Design: Commentary on the medicolegal and social history of the United States and the field of obstetrics and gynecology regarding drug screening policy / Results: Critical aspects to inform an equitable drug screening policy include (1) racial bias and stigma related to substance use, (2) the legislative history surrounding substance use during pregnancy, (3) the relationship between substance use and mass incarceration which disproportionately affects persons of color, (4) propensity toward punitive measures for Black mothers with substance use, including termination of parental rights, (5) the role of the medical field in fostering mistrust among our patients / Conclusion: new practices in screening for substance use during pregnancy are needed. KEY POINTS: · Increasing demand for racial justice warrants reframing the issue of urine drug screening.. · The current legal constructs continue to disproportionately impact women of color.. · Routine verbal screening can replace urine drug screening and diminish implicit biases..",20211210,40,6,10.1055/s-0041-1739433,1098-8785,,
"mdl-35263206","Black mothers' birthing experiences: in search of birthing justice.","Zhuang, Jie; Goldbort, Joanne; Bogdan-Lovis, Elizabeth; Bresnahan, Mary; Shareef, Sameerah","Ethn Health;28(1): 46-60, 2023 Jan. ","Ethn Health","MEDLINE","article","en","2023","Tocologia; Mães; Gravidez; Feminino; Humanos; Mães/psicologia; Estudos Transversais; Parto/psicologia; Tocologia/métodos; Comunicação","Black mothers; Reproductive Justice; harms to Black mothers; healthcare providers and Black mothers; obstetric violence; racial equity in childbirth","GB","https://dx.doi.org/10.1080/13557858.2022.2027885","OBJECTIVES: Previous studies have suggested that often, Black mothers' birthing experiences are not what they expected because of how they were treated by healthcare providers during labor and birth. Our goal in this study was to ask Black mothers who had recently given birth about the quality of their birthing experiences as well as their level of respect from, trust in, and satisfaction with their maternity healthcare providers. DESIGN: This study gathered data from Black mothers (N = 209) who had given birth within the past two years, using a cross-sectional online survey measuring several variables about the birthing experience including types of healthcare provider communication, provider respect for the mother, trust, birth satisfaction, and emotional responses to birth. RESULTS: Provider-centered communication, although preferred by some mothers, was associated with lower birth satisfaction and stronger negative emotions whereas positive birth satisfaction was linked to patient-centered communication which resulted in positive emotions. While most mothers reported overall satisfaction with their birth experience, nearly half reported experiencing some degree of disrespect from their healthcare providers during labor and birth. Moreover, trust and respect mediated the relationship for patient-centered communication with positive emotion and birth satisfaction. Over one-third of participants gave birth with a certified nurse midwife attending. There were no differences in perception of being respected or the quality of birth given the professional identity of the provider as an Obstetrician/Gynecologist or as a midwife. The advice suggested by Black mothers for their healthcare providers was instructive in identifying ways those providers could better serve their patients during birth. CONCLUSION: This study showed that there is still additional work that needs to be done for racial equity and respect during birth. Practical implications for addressing health inequities are discussed.",20220309,28,1,10.1080/13557858.2022.2027885,1465-3419,,
"mdl-36321733",""We Experience What They Experience": Black Nurses' and Community Health Workers' Reflections on Providing Culturally Specific Perinatal Health Care.","Hunte, Roberta; Mehrotra, Gita R; Klawetter, Susanne","J Transcult Nurs;34(1): 83-90, 2023 01. ","J Transcult Nurs","MEDLINE","article","en","2023","Agentes Comunitários de Saúde; Assistência Perinatal; Gravidez; Feminino; Recém-Nascido; Criança; Humanos; Pesquisa Qualitativa; População Negra; Atenção à Saúde","African American; Black; cultural groups; maternal and child health; public health policy; qualitative research","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9990696","INTRODUCTION: Black perinatal health workers are part of a tradition of Black people fighting for the well-being of Black communities. The purpose of this article is to better understand the unique experiences of these professionals. METHOD: Descriptive qualitative research was used to understand Black providers' experiences in a culturally specific perinatal public health program. A focus group was conducted with seven nurses and community health workers, and thematic analysis was used to analyze the data. RESULTS: Three themes emerged: (a) shared lived experience and parallel process between staff and clients; (b) navigating multiple shifting gazes between clients, public health department, and medical systems; and (c) reproductive justice and community care characterize a culturally informed approach. DISCUSSION: Findings revealed strengths and complexities facing Black nurses and community health workers in their roles. More work is needed in education, practice, and research to better prepare and support nurses and community health workers in culturally specific settings.",20221102,34,1,10.1177/10436596221130798,1552-7832,,
"mdl-35988681","Health Care and Adoption Service Experiences of People Who Placed Children for Adoption During Adolescence: A Qualitative Study.","Kirkpatrick, Laura; Bell, Lauren; Tyler, Crystal P; Harrison, Elizabeth; Russell, Margaret; Syed, Tahniat; Szoko, Nicholas; Kazmerski, Traci M","J Pediatr Adolesc Gynecol;36(1): 58-64, 2023 Feb. ","J Pediatr Adolesc Gynecol","MEDLINE","article","en","2023","Gravidez na Adolescência; Gravidez; Adulto; Feminino; Adolescente; Criança; Humanos; Adulto Jovem; Gravidez na Adolescência/psicologia; Pesquisa Qualitativa; Aconselhamento; Atenção à Saúde","Adolescent pregnancy; Adoption; Pregnancy options counseling; Reproductive justice","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10591462","STUDY OBJECTIVE: To understand the perspectives of people who placed children for adoption during adolescence DESIGN: We conducted qualitative interviews with adults who placed children for adoption during adolescence. We recruited participants through social media and two adoption-related organizations. We audio-recorded and transcribed interviews. Using thematic analysis, 2 investigators coded the transcripts and identified themes. SETTING: Telephone interviews PARTICIPANTS: Adults ages 18-35 years old who placed children for adoption before they were 20 years old INTERVENTIONS: Semi-structured telephone interviews MAIN OUTCOME MEASURES: Qualitative data RESULTS: We conducted interviews with 18 individuals (median age of 32 years; range 21-35 years). The median age at pregnancy was 18 years (range 13-19 years). Seventeen participants identified as female and one as nonbinary. Themes included the following: (1) Negative experiences with counseling included limited empowerment to make choices about pregnancy or adoption options; (2) negative experiences with counseling included limited information about practical or financial support for pregnant adolescents; (3) negative experiences with the health care system included insensitivity or lack of awareness of the adoption plan at delivery; (4) positive experiences with counseling included comprehensive unbiased options counseling and adoption counseling emphasizing birth parent choice in openness and family placement; (5) positive experiences included longitudinal emotional support during pregnancy, particularly in ways that normalized adoption placement; and (6) participants desired therapy and/or psychological support following adoption placement. CONCLUSIONS: Individuals who chose adoption after adolescent pregnancy described positive and negative encounters with health care and adoption professionals that could serve as targets to improve the overall care experience for this population.",20220821,36,1,10.1016/j.jpag.2022.08.006,1873-4332,,
"mdl-35467067","Illegal abortion and reproductive injustice in the Pacific Islands: A qualitative analysis of court data.","Burry, Kate; Beek, Kristen; Vallely, Lisa; Worth, Heather; Haire, Bridget","Dev World Bioeth;23(2): 166-175, 2023 06. ","Dev World Bioeth","MEDLINE","article","en","2023","Aborto Criminoso; Aborto Induzido; Gravidez; Feminino; Humanos; Ilhas do Pacífico; Reprodução","Illegal abortion; Pacific Islands; court cases; reproductive justice; unsafe abortion","GB","https://dx.doi.org/10.1111/dewb.12352","The Oceania region is home to some of the world's most restrictive abortion laws, and there is evidence of Pacific Island women's reproductive oppression across several aspects of their reproductive lives, including in relation to contraceptive decision-making, birthing, and fertility. In this paper we analyse documents from court cases in the Pacific Islands regarding the illegal procurement of abortion. We undertook inductive thematic analysis of documents from eighteen illegal abortion court cases from Pacific Island countries. Using the lens of reproductive justice, we discuss the methods of abortion, the reported context of these abortions, and the ways in which these women and abortion were constructed in judges' summing up, judgements, or sentencing. Our analysis of these cases reveals layers of sexual and reproductive oppression experienced by these women that are related to colonialism, women's socioeconomic disadvantage, gendered violence, limited reproductive control, and the punitive consequences related to not performing gender appropriately.",20220425,23,2,10.1111/dewb.12352,1471-8847,,
"mdl-36008167","Now is the time to stand up for reproductive justice and abortion access.","Espey, Eve; Haider, Sadia; Stone, Joanne; Gyamfi-Bannerman, Cynthia; Steinauer, Jody","Am J Obstet Gynecol;228(1): 48-52, 2023 01. ","Am J Obstet Gynecol","MEDLINE","article","en","2023","Aborto Induzido; Aborto Legal; Gravidez; Feminino; Estados Unidos; Humanos; Decisões da Suprema Corte; Reprodução; Justiça Social","abortion; abortion education; abortion restrictions; abortion training; legislative interference; reproductive health; reproductive rights","US","https://dx.doi.org/10.1016/j.ajog.2022.07.033","The ongoing assault on abortion care in the United States culminating in the Supreme Court decision that overturned Roe v Wade calls for concerted national action to address the major gaps in care and training that will ensue. We write this call to action to our community of obstetrician-gynecologists to prioritize advocacy for access to abortion care. Professional health organizations understand the importance of access to contraception and abortion care as the foundation for reproductive health, autonomy, and empowerment. As restrictions proliferate, patients are encountering significant challenges in accessing care; all in our community who provide obstetrical and gynecologic care need to step up to ensure adequate and equitable patient care and provider training. In this Clinical Opinion, we outline current professional organization evidence-based support for comprehensive reproductive health care including abortion care, without interference by politics, strategies to proactively prevent further restrictions, and actions to mitigate the harm that will be caused by further restrictions to abortion care. We must all speak up, be visible in our support, and take any and every opportunity to advocate for abortion care as an integral part of comprehensive reproductive medical care.",20220825,228,1,10.1016/j.ajog.2022.07.033,1097-6868,,
"mdl-38179559","Renewed calls for abortion-related research in the post-Roe era.","Schott, Sophie L; Adams, April; Dougherty, Ryan J; Montgomery, Taylor; Lapite, Folasade C; Fletcher, Faith E","Front Public Health;11: 1322299, 2023. ","Front Public Health","MEDLINE","article","en","2023","Aborto Legal; Decisões da Suprema Corte; Gravidez; Feminino; Estados Unidos; Humanos; Confidencialidade; Justiça Social","abortion; health equity; population vulnerability; reproductive health research; research ethics","CH","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10765585","Nearly 50 years after Roe versus Wade, the United States Supreme Court's decision in Dobbs versus Jackson Women's Health Organization unraveled the constitutional right to abortion, allowing individual states to severely restrict or ban the procedure. In response, leading medical, public health, and community organizations have renewed calls for research to elucidate and address the burgeoning social and medical consequences of new abortion restrictions. Abortion research not only includes studies that establish the safety, quality, and efficacy of evidence-based abortion care protocols, but also encompasses studies on the availability of abortion care, the consequences of being denied an abortion, and the legal and social burdens surrounding abortion. The urgency of these calls for new evidence underscores the importance of ensuring that research in this area is conducted in an ethical and respectful manner, cognizant of the social, political, and structural conditions that shape reproductive health inequities and impact each stage of research-from protocol design to dissemination of findings. Research ethics relates to the moral principles undergirding the design and execution of research projects, and concerns itself with the technicalities of ethical questions related to the research process, such as informed consent, power relations, and confidentiality. Critical insights and reflections from reproductive justice, community engagement, and applied ethics frameworks have bolstered existing research ethics scholarship and discourse by underscoring the importance of meaningful engagement with community stakeholders-bringing attention to overlapping structures of oppression, including racism, sexism, and ways that these structures are perpetuated in the research process.",20240105,11,,10.3389/fpubh.2023.1322299,2296-2565,,
"mdl-36471539","A Model of True CHOICES: Learnings from a Comprehensive Sexual and Reproductive Health Clinic in Tennessee that Provides Abortions and Opened the City's First Birth Center.","Grayson, Nikia; Quinones, Nicole; Oseguera, Talita","J Midwifery Womens Health;67(6): 689-695, 2022 11. ","J Midwifery Womens Health","MEDLINE","article","en","2022","Aborto Espontâneo; Centros de Assistência à Gravidez e ao Parto; Gravidez; Recém-Nascido; Feminino; Humanos; Masculino; Tennessee; Saúde Reprodutiva; Identidade de Gênero","Black midwifery; abortion; birth center; comprehensive sexual and reproductive health care; midwifery integration; midwifery-led care","US","https://dx.doi.org/10.1111/jmwh.13448","CHOICES: Memphis Center for Reproductive Health staff is passionate about ensuring that everyone has access to the full continuum of comprehensive reproductive health care (including abortion, gender-affirming care, miscarriage management, and community birth) regardless of race, gender identity, sexual orientation, HIV status, economic status, or religious beliefs. Memphis, Tennessee, has a history of limited community birth options (birthing outside of hospital walls). In 2017, when home birth services were added to CHOICES and plans for opening Memphis' first freestanding birth center were being imagined, it was intentional to create a model in which midwifery care could be accessible for patients who may be eligible for state-funded health care services, those considered at higher health risk than traditional low-risk midwifery patients, or both. In fact, individuals and their families with limited out-of-pocket funds and those historically marginalized would purposely receive holistic, individualized care based on their unique health care needs and personal desires, driven by a reproductive justice framework. In this article, we outline the success and challenges of addressing the reproductive health needs of marginalized communities, including the benefits of a nonprofit business model, operationalizing reproductive justice concepts, and the reclamation of Black midwifery. We also discuss the challenges of caring for Black birthing people and providing abortion and gender-affirming care in a politically hostile environment. Although individuals have complex needs, at its core, CHOICES believes that every person must be seen as whole human beings and that each can be cared for by a midwife. The CHOICES approach is informed by evidence-based information, clinical judgment, and an intentional partnership with and investment in a people who have historically been and are presently pushed to the margins, neglected, and blamed for poor health outcomes and demise. Striving to adapt the CHOICES model of care in other parts of the country is important now more than ever following the Supreme Court decision to overturn Roe v. Wade.",20221206,67,6,10.1111/jmwh.13448,1542-2011,,
"mdl-36535662","The Intersection of Abortion and Criminalization: Abortion Access for People in Prisons.","Paynter, Martha J; Norman, Wendy V","Semin Reprod Med;40(5-06): 264-267, 2022 11. ","Semin Reprod Med","MEDLINE","article","en","2022","Aborto Induzido; Prisões; Gravidez; Humanos; Feminino; Gravidez não Planejada; Canadá; Pais","","US","https://dx.doi.org/10.1055/s-0042-1758481","Most incarcerated women are of reproductive age, and more than a third of women will have an abortion during their reproductive years. Although women are the fastest growing population in Canadian prisons, no one has studied the effect of their incarceration on access to abortion services. Studies outside of Canada indicate rates of abortion are higher among people experiencing incarceration than in the general population, and that abortion access is often problematic. Although international standards for abortion care among incarcerated populations exist, there conversely appear to be no Canadian guidelines or procedures to facilitate unintended pregnancy prevention or management. Barriers to abortion care inequitably restrict people with unintended pregnancy from attaining education and employment opportunities, cause entrenchment in violent relationships, and prevent people from choosing to parent when they are ready and able. Understanding and facilitating equitable access to abortion care for incarcerated people is critical to address structural, gender-, and race-based reproductive health inequities, and to promote reproductive justice. There is an urgent need for research in this area to direct best practices in clinical care and support policies capable to ensure equal access to abortion care for incarcerated people.",20221219,40,5-06,10.1055/s-0042-1758481,1526-4564,,
"mdl-36561124","Provider verbal disrespect in the provision of family planning in public-sector facilities in Western Kenya.","Tumlinson, Katherine; Britton, Laura E; Williams, Caitlin R; Wambua, Debborah Muthoki; Onyango, Dickens Otieno; Senderowicz, Leigh","SSM Qual Res Health;22022 Dec. ","SSM Qual Res Health","MEDLINE","article","en","2022","","Abuse; Disrespect; Family planning; Kenya; Patient-centered care; Quality of care; Reproductive justice","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9770586","Public-sector healthcare providers in low- and middle-income countries are a primary source of family planning but their disrespectful (i.e., demeaning or insulting) treatment of family planning clients may impede free contraceptive choice. The construct of disrespect and abuse has been widely applied to similar phenomena in maternity care and could help to better understand provider mistreatment of family planning clients. With a focus on public-sector family planning provision in western Kenya, we aim to estimate the prevalence and impact of disrespect and abuse from a variety of perspectives and advance methodological approaches to measuring this construct in the context of family planning provision. We combine and triangulate data from a variety of sources across five counties in western Kenya, including 180 mystery clients, 253 third-party observations, eight focus group discussions, 19 key informant interviews, and two journey mapping workshops. Across both mystery client and third-party observations conducted in public-sector facilities in western Kenya, approximately one out of every ten family planning seekers was treated with disrespect by their provider. Family planning clients were frequently scolded for seeking family planning while unmarried or low parity, but mistreatment was not limited to women with these specific characteristics. Women were also insulted for such characteristics as body size or perceived sexual promiscuity. Qualitative data confirmed both that client disrespect is widespread and leads women to avoid family planning services even when they desire to use a contraceptive method, sometimes leading to unintended pregnancies. Key informants attribute disrespectful provider practices to both low technical skill as well as poor motivation stemming from both intrinsic values as well as extrinsic factors such as low wages and high caseloads. Possible solutions suggested by key informants included changes to recruitment and admission for Kenyan medical/nursing schools, as well as values clarification to shift provider motivations. Interventions to reduce mistreatment must be multi-layered and well-evidenced to ensure that family planning clients receive the person-centered care that enables them to achieve their contraceptive desires and reproductive freedom.",20221223,2,,10.1016/j.ssmqr.2022.100178,2667-3215,,
"mdl-36318120","Advancing Birth Equity in a Post-Dobbs US.","Crear-Perry, Joia; Hassan, Asha; Daniel, Sara","JAMA;328(17): 1689-1690, 2022 11 01. ","JAMA","MEDLINE","article","en","2022","Aborto Legal; Equidade em Saúde; Direitos Sexuais e Reprodutivos; Decisões da Suprema Corte; Feminino; Humanos; Gravidez; Aborto Legal/legislação & jurisprudência; Equidade em Saúde/legislação & jurisprudência; Equidade em Saúde/normas; Equidade em Saúde/tendências; Estados Unidos; Direitos Sexuais e Reprodutivos/legislação & jurisprudência; Direitos Sexuais e Reprodutivos/normas; Direitos Sexuais e Reprodutivos/tendências","","US","https://dx.doi.org/10.1001/jama.2022.19468","This Viewpoint discusses the US Supreme Court's decision in Dobbs v Jackson Women's Health Organization, describes how that decision threatens birth equity for some racial and social groups, and suggests a reproductive justice approach to address racial and social inequalities and ensure reproductive freedom and autonomy for all people.",20221101,328,17,10.1001/jama.2022.19468,1538-3598,,
"mdl-36419323","Sexual and Reproductive Health Advocacy Successes, Failures, and Needs in the United States: Perspectives From Key Stakeholders.","Manze, Meredith; Kwan, Amy; Jones, Heidi; Roberts, Lynn; Romero, Diana","Health Promot Pract;: 15248399221137053, 2022 Nov 23. ","Health Promot Pract","MEDLINE","article","en","2022","","abortion; advocacy; public health law; public health policy; public policy; qualitative; reproductive health; reproductive rights","US","https://dx.doi.org/10.1177/15248399221137053","Physician advocates for sexual and reproductive health (SRH) care have been active in the United States for decades. Despite such activism, access to SRH services has been fraught with persistent restrictions, particularly for abortion care. We sought the perspectives of key stakeholders on what makes for an effective SRH physician advocate and thoughts about the successes, failures, and needs of the abortion advocacy movement. We interviewed 15 SRH key informants (KIs) in sectors with expertise in organizational policy and advocacy (n = 6); clinical leadership and education (n = 3), media (n = 3), and reproductive justice (n = 3). The analytic team coded repeating ideas and conducted a thematic analysis, organizing findings within KI perspectives on the role of physician advocates in the field of abortion and contraception; successes, failures, and needs in abortion and contraception advocacy; and recommendations on the composition and components of an ideal clinician advocacy training program. KIs relayed that skill building related to communication, developing relationships with changemakers, and understanding political systems was critical for effective advocacy. They felt clinician advocacy training programs should include providers other than physicians and be designed for trainees to build relationships with one another over time. KI perspectives can be valuable in informing advocacy training programs and for contributing strategic approaches to increasing equitable and widespread access to SRH services.",20221124,,,10.1177/15248399221137053,1524-8399,,
"mdl-36368036",""<i>I don't regret it at all. It's just I wish the process had a bit more humanity to it  a bit more holistic</i>": a qualitative, community-led medication abortion study with Black and Latinx Women in Georgia, USA.","Mosley, Elizabeth A; Ayala, Sequoia; Jah, Zainab; Hailstorks, Tiffany; Hairston, Indya; Rice, Whitney S; Hernandez, Natalie; Jackson, Kwajelyn; Scales, Marieh; Gutierrez, Mariana; Goode, Bria; Filippa, Sofia; Strader, Shani; Umbria, Mariana; Watson, Autumn; Faruque, Joya; Raji, Adeola; Dunkley, Janae; Rogers, Peyton; Ellison, Celeste; Suarez, Kheyanna; Diallo, Dázon Dixon; Hall, Kelli S","Sex Reprod Health Matters;30(1): 2129686, 2022 Dec. ","Sex Reprod Health Matters","MEDLINE","article","en","2022","Aborto Induzido; Gravidez; Humanos; Feminino; Georgia; Pesquisa Qualitativa; Estigma Social; Emoções","abortion barriers; community-led research; medication abortion; qualitative research; racial/ethnic disparities; reproductive justice","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9664998","Traditional family planning research has excluded Black and Latinx leaders, and little is known about medication abortion (MA) among racial/ethnic minorities, although it is an increasingly vital reproductive health service, particularly after the fall of Roe v. Wade. Reproductive justice (RJ) community-based organisation (CBO) SisterLove led a study on Black and Latinx women's MA perceptions and experiences in Georgia. From April 2019 to December 2020, we conducted key informant interviews with 20 abortion providers and CBO leaders and 32 in-depth interviews and 6 focus groups (n = 30) with Black and Latinx women. We analysed data thematically using a team-based, iterative approach of coding, memo-ing, and discussion. Participants described multilevel barriers to and strategies for MA access, wishing that ""the process had a bit more humanity    [it] should be more holistic."" Barriers included (1) sociocultural factors (intersectional oppression, intersectional stigma, and medical experimentation); (2) national and state policies; (3) clinic- and provider-related factors (lack of diverse clinic staff, long waiting times); and (4) individual-level factors (lack of knowledge and social support). Suggested solutions included (1) social media campaigns and story-sharing; (2) RJ-based policy advocacy; (3) diversifying clinic staff, offering flexible scheduling and fees, community integration of abortion, and RJ abortion funds; and (4) social support (including abortion doulas) and comprehensive sex education. Findings suggest that equitable MA access for Black and Latinx communities in the post-Roe era will require multi-level intervention, informed by community-led evidence production; holistic, de-medicalised, and human rights-based care models; and intersectional RJ policy advocacy.",20221111,30,1,10.1080/26410397.2022.2129686,2641-0397,,
"mdl-36388866","A Qualitative Analysis on Sexual and Reproductive Health Needs and Issues During COVID-19 Using a Reproductive Justice Framework.","de la Rocha, Patanjali; Sudhinaraset, May; Jones, Nicole V; Kim, Catherine; Cabral, Alejandra; Amani, Bita","Ethn Dis;32(4): 357-372, 2022. ","Ethn Dis","MEDLINE","article","en","2022","COVID-19; Serviços de Saúde Reprodutiva; Humanos; Saúde Reprodutiva; Justiça Social; Pandemias; Acessibilidade aos Serviços de Saúde","Health Equity; Reproductive Justice; Sexual and Reproductive Health; Structural Racism","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9590595","The COVID-19 pandemic exacerbated existing health inequities, further exposing the challenges in meeting the sexual and reproductive health (SRH) needs, particularly for Black, Indigenous and People of Color (BIPOC). We interviewed 11 key informants through three focus groups to explore barriers and pathways to SRH care for BIPOC during COVID-19 in the United States. Reimagining reproductive health practices requires holistic practices and multisector pathways, a comprehensive reproductive justice approach. This includes interventions across the sexual and reproductive health continuum. Using a deductive-dominant approach grounded in reproductive justice values, we explore themes around SRH during COVID-19. Five themes for advancing reproductive justice were identified: ""supremacy of birth""; police violence as a determinant of SR mental health; addressing quality of care outside of hospital settings; digital redlining; and centering joy, liberation, and humanity.",20221117,32,4,10.18865/ed.32.4.357,1945-0826,,
"mdl-36201766","Long-Acting Reversible Contraception.","Baker, Courtney C; Creinin, Mitchell D","Obstet Gynecol;140(5): 883-897, 2022 11 01. ","Obstet Gynecol","MEDLINE","article","en","2022","Anticoncepcionais Femininos; Dispositivos Intrauterinos de Cobre; Contracepção Reversível de Longo Prazo; Humanos; Gravidez; Feminino; Estados Unidos; Levanogestrel/efeitos adversos; Dispositivos Intrauterinos de Cobre/efeitos adversos; Anticoncepção; Anticoncepcionais; Anticoncepcionais Femininos/uso terapêutico","","US","https://dx.doi.org/10.1097/AOG.0000000000004967","Long-acting reversible contraceptive (LARC) methods are effective options for pregnancy prevention. Currently available products in the United States include an etonogestrel implant, a copper intrauterine device (IUD), and several levonorgestrel IUDs. With increasing prevalence and duration of use, our understanding of efficacy, risks, and benefits has evolved. In addition to a brief discussion on nomenclature and LARC use within a framework of bodily autonomy and reproductive justice, this review covers clinical challenges with placement and removal, evidence-based duration of use, and how to mitigate side effects. Although all obstetrician-gynecologists as well as primary care clinicians can safely provide LARCs, complex family planning specialists are an expert referral source for challenging cases and evidence-based care as contraceptive technology continues to develop.",20221006,140,5,10.1097/AOG.0000000000004967,1873-233X,,
